"official_district";"district";"gender";"nationality";"age";"quantity"
"Marzahn-Hellersdorf";"Kaulsdorf";"m";"D";"75_80";"313"
"Marzahn-Hellersdorf";"Kaulsdorf";"m";"D";"80_85";"153"
"Marzahn-Hellersdorf";"Kaulsdorf";"m";"D";"85_90";"48"
"Marzahn-Hellersdorf";"Kaulsdorf";"m";"D";"90_95";"12"
"Marzahn-Hellersdorf";"Kaulsdorf";"m";"D";"95 und älter";"3"
"Marzahn-Hellersdorf";"Kaulsdorf";"f";"A";"00_05";"3"
"Marzahn-Hellersdorf";"Kaulsdorf";"f";"A";"10_15";"4"
"Marzahn-Hellersdorf";"Kaulsdorf";"f";"A";"15_20";"9"
"Marzahn-Hellersdorf";"Kaulsdorf";"f";"A";"20_25";"3"
"Marzahn-Hellersdorf";"Kaulsdorf";"f";"A";"25_30";"12"
"Marzahn-Hellersdorf";"Kaulsdorf";"f";"A";"30_35";"24"
"Marzahn-Hellersdorf";"Kaulsdorf";"f";"A";"35_40";"17"
"Marzahn-Hellersdorf";"Kaulsdorf";"f";"A";"40_45";"27"
"Marzahn-Hellersdorf";"Kaulsdorf";"f";"A";"45_50";"13"
"Marzahn-Hellersdorf";"Kaulsdorf";"f";"A";"50_55";"9"
"Marzahn-Hellersdorf";"Kaulsdorf";"f";"A";"55_60";"6"
"Marzahn-Hellersdorf";"Kaulsdorf";"f";"A";"60_65";"6"
"Marzahn-Hellersdorf";"Kaulsdorf";"f";"A";"65_70";"3"
"Marzahn-Hellersdorf";"Kaulsdorf";"f";"A";"75_80";"3"
"Marzahn-Hellersdorf";"Kaulsdorf";"f";"A";"80_85";"3"
"Marzahn-Hellersdorf";"Kaulsdorf";"f";"D";"00_05";"348"
"Marzahn-Hellersdorf";"Kaulsdorf";"f";"D";"05_10";"354"
"Marzahn-Hellersdorf";"Kaulsdorf";"f";"D";"10_15";"417"
"Marzahn-Hellersdorf";"Kaulsdorf";"f";"D";"15_20";"330"
"Marzahn-Hellersdorf";"Kaulsdorf";"f";"D";"20_25";"487"
"Marzahn-Hellersdorf";"Kaulsdorf";"f";"D";"25_30";"435"
"Marzahn-Hellersdorf";"Kaulsdorf";"f";"D";"30_35";"450"
"Marzahn-Hellersdorf";"Kaulsdorf";"f";"D";"35_40";"442"
"Marzahn-Hellersdorf";"Kaulsdorf";"f";"D";"40_45";"773"
"Marzahn-Hellersdorf";"Kaulsdorf";"f";"D";"45_50";"1122"
"Marzahn-Hellersdorf";"Kaulsdorf";"f";"D";"50_55";"977"
"Marzahn-Hellersdorf";"Kaulsdorf";"f";"D";"55_60";"814"
"Marzahn-Hellersdorf";"Kaulsdorf";"f";"D";"60_65";"605"
"Marzahn-Hellersdorf";"Kaulsdorf";"f";"D";"65_70";"500"
"Marzahn-Hellersdorf";"Kaulsdorf";"f";"D";"70_75";"539"
"Marzahn-Hellersdorf";"Kaulsdorf";"f";"D";"75_80";"357"
"Marzahn-Hellersdorf";"Kaulsdorf";"f";"D";"80_85";"199"
"Marzahn-Hellersdorf";"Kaulsdorf";"f";"D";"85_90";"93"
"Marzahn-Hellersdorf";"Kaulsdorf";"f";"D";"90_95";"33"
"Marzahn-Hellersdorf";"Kaulsdorf";"f";"D";"95 und älter";"12"
"Marzahn-Hellersdorf";"Mahlsdorf";"m";"A";"10_15";"6"
"Marzahn-Hellersdorf";"Mahlsdorf";"m";"A";"15_20";"15"
"Marzahn-Hellersdorf";"Mahlsdorf";"m";"A";"20_25";"15"
"Marzahn-Hellersdorf";"Mahlsdorf";"m";"A";"25_30";"25"
"Marzahn-Hellersdorf";"Mahlsdorf";"m";"A";"30_35";"18"
"Marzahn-Hellersdorf";"Mahlsdorf";"m";"A";"35_40";"21"
"Marzahn-Hellersdorf";"Mahlsdorf";"m";"A";"40_45";"18"
"Marzahn-Hellersdorf";"Mahlsdorf";"m";"A";"45_50";"23"
"Marzahn-Hellersdorf";"Mahlsdorf";"m";"A";"50_55";"21"
"Marzahn-Hellersdorf";"Mahlsdorf";"m";"A";"55_60";"6"
"Marzahn-Hellersdorf";"Mahlsdorf";"m";"A";"60_65";"6"
"Marzahn-Hellersdorf";"Mahlsdorf";"m";"A";"70_75";"3"
"Marzahn-Hellersdorf";"Mahlsdorf";"m";"A";"85_90";"3"
"Marzahn-Hellersdorf";"Mahlsdorf";"m";"D";"00_05";"475"
"Marzahn-Hellersdorf";"Mahlsdorf";"m";"D";"05_10";"503"
"Marzahn-Hellersdorf";"Mahlsdorf";"m";"D";"10_15";"543"
"Marzahn-Hellersdorf";"Mahlsdorf";"m";"D";"15_20";"520"
"Marzahn-Hellersdorf";"Mahlsdorf";"m";"D";"20_25";"816"
"Marzahn-Hellersdorf";"Mahlsdorf";"m";"D";"25_30";"579"
"Marzahn-Hellersdorf";"Mahlsdorf";"m";"D";"30_35";"563"
"Marzahn-Hellersdorf";"Mahlsdorf";"m";"D";"35_40";"648"
"Marzahn-Hellersdorf";"Mahlsdorf";"m";"D";"40_45";"1072"
"Marzahn-Hellersdorf";"Mahlsdorf";"m";"D";"45_50";"1582"
"Marzahn-Hellersdorf";"Mahlsdorf";"m";"D";"50_55";"1539"
"Marzahn-Hellersdorf";"Mahlsdorf";"m";"D";"55_60";"1152"
"Marzahn-Hellersdorf";"Mahlsdorf";"m";"D";"60_65";"900"
"Marzahn-Hellersdorf";"Mahlsdorf";"m";"D";"65_70";"753"
"Marzahn-Hellersdorf";"Mahlsdorf";"m";"D";"70_75";"838"
"Marzahn-Hellersdorf";"Mahlsdorf";"m";"D";"75_80";"479"
"Marzahn-Hellersdorf";"Mahlsdorf";"m";"D";"80_85";"218"
"Marzahn-Hellersdorf";"Mahlsdorf";"m";"D";"85_90";"74"
"Marzahn-Hellersdorf";"Mahlsdorf";"m";"D";"90_95";"21"
"Marzahn-Hellersdorf";"Mahlsdorf";"m";"D";"95 und älter";"10"
"Marzahn-Hellersdorf";"Mahlsdorf";"f";"A";"10_15";"3"
"Marzahn-Hellersdorf";"Mahlsdorf";"f";"A";"15_20";"12"
"Marzahn-Hellersdorf";"Mahlsdorf";"f";"A";"20_25";"9"
"Marzahn-Hellersdorf";"Mahlsdorf";"f";"A";"25_30";"13"
"Marzahn-Hellersdorf";"Mahlsdorf";"f";"A";"30_35";"15"
"Marzahn-Hellersdorf";"Mahlsdorf";"f";"A";"35_40";"58"
"Marzahn-Hellersdorf";"Mahlsdorf";"f";"A";"40_45";"36"
"Marzahn-Hellersdorf";"Mahlsdorf";"f";"A";"45_50";"27"
"Marzahn-Hellersdorf";"Mahlsdorf";"f";"A";"50_55";"12"
"Marzahn-Hellersdorf";"Mahlsdorf";"f";"A";"55_60";"9"
"Marzahn-Hellersdorf";"Mahlsdorf";"f";"A";"60_65";"7"
"Marzahn-Hellersdorf";"Mahlsdorf";"f";"A";"65_70";"3"
"Marzahn-Hellersdorf";"Mahlsdorf";"f";"A";"80_85";"3"
"Marzahn-Hellersdorf";"Mahlsdorf";"f";"D";"00_05";"410"
"Marzahn-Hellersdorf";"Mahlsdorf";"f";"D";"05_10";"467"
"Marzahn-Hellersdorf";"Mahlsdorf";"f";"D";"10_15";"544"
"Marzahn-Hellersdorf";"Mahlsdorf";"f";"D";"15_20";"508"
"Marzahn-Hellersdorf";"Mahlsdorf";"f";"D";"20_25";"688"
"Marzahn-Hellersdorf";"Mahlsdorf";"f";"D";"25_30";"503"
"Marzahn-Hellersdorf";"Mahlsdorf";"f";"D";"30_35";"635"
"Marzahn-Hellersdorf";"Mahlsdorf";"f";"D";"35_40";"602"
"Marzahn-Hellersdorf";"Mahlsdorf";"f";"D";"40_45";"1109"
"Marzahn-Hellersdorf";"Mahlsdorf";"f";"D";"45_50";"1733"
"Marzahn-Hellersdorf";"Mahlsdorf";"f";"D";"50_55";"1397"
"Marzahn-Hellersdorf";"Mahlsdorf";"f";"D";"55_60";"1108"
"Marzahn-Hellersdorf";"Mahlsdorf";"f";"D";"60_65";"921"
"Marzahn-Hellersdorf";"Mahlsdorf";"f";"D";"65_70";"796"
"Marzahn-Hellersdorf";"Mahlsdorf";"f";"D";"70_75";"820"
"Marzahn-Hellersdorf";"Mahlsdorf";"f";"D";"75_80";"486"
"Marzahn-Hellersdorf";"Mahlsdorf";"f";"D";"80_85";"294"
"Marzahn-Hellersdorf";"Mahlsdorf";"f";"D";"85_90";"176"
"Marzahn-Hellersdorf";"Mahlsdorf";"f";"D";"90_95";"67"
"Marzahn-Hellersdorf";"Mahlsdorf";"f";"D";"95 und älter";"18"
"Marzahn-Hellersdorf";"Hellersdorf";"m";"A";"00_05";"70"
"Marzahn-Hellersdorf";"Hellersdorf";"m";"A";"05_10";"48"
"Marzahn-Hellersdorf";"Hellersdorf";"m";"A";"10_15";"57"
"Marzahn-Hellersdorf";"Hellersdorf";"m";"A";"15_20";"62"
"Marzahn-Hellersdorf";"Hellersdorf";"m";"A";"20_25";"106"
"Marzahn-Hellersdorf";"Hellersdorf";"m";"A";"25_30";"145"
"Marzahn-Hellersdorf";"Hellersdorf";"m";"A";"30_35";"176"
"Marzahn-Hellersdorf";"Hellersdorf";"m";"A";"35_40";"162"
"Marzahn-Hellersdorf";"Hellersdorf";"m";"A";"40_45";"162"
"Marzahn-Hellersdorf";"Hellersdorf";"m";"A";"45_50";"118"
"Marzahn-Hellersdorf";"Hellersdorf";"m";"A";"50_55";"107"
"Marzahn-Hellersdorf";"Hellersdorf";"m";"A";"55_60";"52"
"Marzahn-Hellersdorf";"Hellersdorf";"m";"A";"60_65";"28"
"Marzahn-Hellersdorf";"Hellersdorf";"m";"A";"65_70";"18"
"Marzahn-Hellersdorf";"Hellersdorf";"m";"A";"70_75";"9"
"Marzahn-Hellersdorf";"Hellersdorf";"m";"A";"80_85";"3"
"Marzahn-Hellersdorf";"Hellersdorf";"m";"D";"00_05";"2176"
"Marzahn-Hellersdorf";"Hellersdorf";"m";"D";"05_10";"1572"
"Marzahn-Hellersdorf";"Hellersdorf";"m";"D";"10_15";"1353"
"Marzahn-Hellersdorf";"Hellersdorf";"m";"D";"15_20";"1365"
"Marzahn-Hellersdorf";"Hellersdorf";"m";"D";"20_25";"3714"
"Marzahn-Hellersdorf";"Hellersdorf";"m";"D";"25_30";"3809"
"Marzahn-Hellersdorf";"Hellersdorf";"m";"D";"30_35";"2660"
"Marzahn-Hellersdorf";"Hellersdorf";"m";"D";"35_40";"1558"
"Marzahn-Hellersdorf";"Hellersdorf";"m";"D";"40_45";"1984"
"Marzahn-Hellersdorf";"Hellersdorf";"m";"D";"45_50";"3416"
"Marzahn-Hellersdorf";"Hellersdorf";"m";"D";"50_55";"3376"
"Marzahn-Hellersdorf";"Hellersdorf";"m";"D";"55_60";"2516"
"Marzahn-Hellersdorf";"Hellersdorf";"m";"D";"60_65";"1649"
"Marzahn-Hellersdorf";"Hellersdorf";"m";"D";"65_70";"1126"
"Marzahn-Hellersdorf";"Hellersdorf";"m";"D";"70_75";"1233"
"Marzahn-Hellersdorf";"Hellersdorf";"m";"D";"75_80";"818"
"Marzahn-Hellersdorf";"Hellersdorf";"m";"D";"80_85";"453"
"Marzahn-Hellersdorf";"Hellersdorf";"m";"D";"85_90";"153"
"Marzahn-Hellersdorf";"Hellersdorf";"m";"D";"90_95";"47"
"Marzahn-Hellersdorf";"Hellersdorf";"m";"D";"95 und älter";"3"
"Marzahn-Hellersdorf";"Hellersdorf";"f";"A";"00_05";"65"
"Marzahn-Hellersdorf";"Hellersdorf";"f";"A";"05_10";"53"
"Marzahn-Hellersdorf";"Hellersdorf";"f";"A";"10_15";"53"
"Marzahn-Hellersdorf";"Hellersdorf";"f";"A";"15_20";"62"
"Marzahn-Hellersdorf";"Hellersdorf";"f";"A";"20_25";"139"
"Marzahn-Hellersdorf";"Hellersdorf";"f";"A";"25_30";"166"
"Marzahn-Hellersdorf";"Hellersdorf";"f";"A";"30_35";"219"
"Marzahn-Hellersdorf";"Hellersdorf";"f";"A";"35_40";"184"
"Marzahn-Hellersdorf";"Hellersdorf";"f";"A";"40_45";"153"
"Marzahn-Hellersdorf";"Hellersdorf";"f";"A";"45_50";"112"
"Marzahn-Hellersdorf";"Hellersdorf";"f";"A";"50_55";"64"
"Marzahn-Hellersdorf";"Hellersdorf";"f";"A";"55_60";"54"
"Marzahn-Hellersdorf";"Hellersdorf";"f";"A";"60_65";"31"
"Marzahn-Hellersdorf";"Hellersdorf";"f";"A";"65_70";"12"
"Marzahn-Hellersdorf";"Hellersdorf";"f";"A";"70_75";"9"
"Marzahn-Hellersdorf";"Hellersdorf";"f";"A";"75_80";"3"
"Marzahn-Hellersdorf";"Hellersdorf";"f";"A";"80_85";"3"
"Marzahn-Hellersdorf";"Hellersdorf";"f";"A";"85_90";"6"
"Marzahn-Hellersdorf";"Hellersdorf";"f";"D";"00_05";"2022"
"Marzahn-Hellersdorf";"Hellersdorf";"f";"D";"05_10";"1596"
"Marzahn-Hellersdorf";"Hellersdorf";"f";"D";"10_15";"1287"
"Marzahn-Hellersdorf";"Hellersdorf";"f";"D";"15_20";"1410"
"Marzahn-Hellersdorf";"Hellersdorf";"f";"D";"20_25";"3807"
"Marzahn-Hellersdorf";"Hellersdorf";"f";"D";"25_30";"3470"
"Marzahn-Hellersdorf";"Hellersdorf";"f";"D";"30_35";"2248"
"Marzahn-Hellersdorf";"Hellersdorf";"f";"D";"35_40";"1411"
"Marzahn-Hellersdorf";"Hellersdorf";"f";"D";"40_45";"2318"
"Marzahn-Hellersdorf";"Hellersdorf";"f";"D";"45_50";"3897"
"Marzahn-Hellersdorf";"Hellersdorf";"f";"D";"50_55";"3517"
"Marzahn-Hellersdorf";"Hellersdorf";"f";"D";"55_60";"2410"
"Marzahn-Hellersdorf";"Hellersdorf";"f";"D";"60_65";"1737"
"Marzahn-Hellersdorf";"Hellersdorf";"f";"D";"65_70";"1323"
"Marzahn-Hellersdorf";"Hellersdorf";"f";"D";"70_75";"1731"
"Marzahn-Hellersdorf";"Hellersdorf";"f";"D";"75_80";"1383"
"Marzahn-Hellersdorf";"Hellersdorf";"f";"D";"80_85";"891"
"Marzahn-Hellersdorf";"Hellersdorf";"f";"D";"85_90";"447"
"Marzahn-Hellersdorf";"Hellersdorf";"f";"D";"90_95";"197"
"Marzahn-Hellersdorf";"Hellersdorf";"f";"D";"95 und älter";"53"
"Lichtenberg";"Friedrichsfelde";"m";"A";"00_05";"94"
"Lichtenberg";"Friedrichsfelde";"m";"A";"05_10";"83"
"Lichtenberg";"Friedrichsfelde";"m";"A";"10_15";"128"
"Lichtenberg";"Friedrichsfelde";"m";"A";"15_20";"122"
"Lichtenberg";"Friedrichsfelde";"m";"A";"20_25";"233"
"Lichtenberg";"Friedrichsfelde";"m";"A";"25_30";"263"
"Lichtenberg";"Friedrichsfelde";"m";"A";"30_35";"223"
"Lichtenberg";"Friedrichsfelde";"m";"A";"35_40";"212"
"Lichtenberg";"Friedrichsfelde";"m";"A";"40_45";"169"
"Lichtenberg";"Friedrichsfelde";"m";"A";"45_50";"192"
"Lichtenberg";"Friedrichsfelde";"m";"A";"50_55";"137"
"Lichtenberg";"Friedrichsfelde";"m";"A";"55_60";"94"
"Lichtenberg";"Friedrichsfelde";"m";"A";"60_65";"33"
"Lichtenberg";"Friedrichsfelde";"m";"A";"65_70";"35"
"Lichtenberg";"Friedrichsfelde";"m";"A";"70_75";"6"
"Lichtenberg";"Friedrichsfelde";"m";"A";"75_80";"13"
"Lichtenberg";"Friedrichsfelde";"m";"A";"80_85";"3"
"Lichtenberg";"Friedrichsfelde";"m";"D";"00_05";"928"
"Lichtenberg";"Friedrichsfelde";"m";"D";"05_10";"753"
"Lichtenberg";"Friedrichsfelde";"m";"D";"10_15";"596"
"Lichtenberg";"Friedrichsfelde";"m";"D";"15_20";"556"
"Lichtenberg";"Friedrichsfelde";"m";"D";"20_25";"1456"
"Lichtenberg";"Friedrichsfelde";"m";"D";"25_30";"1839"
"Lichtenberg";"Friedrichsfelde";"m";"D";"30_35";"1670"
"Lichtenberg";"Friedrichsfelde";"m";"D";"35_40";"1095"
"Lichtenberg";"Friedrichsfelde";"m";"D";"40_45";"1256"
"Lichtenberg";"Friedrichsfelde";"m";"D";"45_50";"1432"
"Lichtenberg";"Friedrichsfelde";"m";"D";"50_55";"1335"
"Lichtenberg";"Friedrichsfelde";"m";"D";"55_60";"1386"
"Lichtenberg";"Friedrichsfelde";"m";"D";"60_65";"1372"
"Lichtenberg";"Friedrichsfelde";"m";"D";"65_70";"1337"
"Lichtenberg";"Friedrichsfelde";"m";"D";"70_75";"1923"
"Lichtenberg";"Friedrichsfelde";"m";"D";"75_80";"1325"
"Lichtenberg";"Friedrichsfelde";"m";"D";"80_85";"819"
"Lichtenberg";"Friedrichsfelde";"m";"D";"85_90";"220"
"Lichtenberg";"Friedrichsfelde";"m";"D";"90_95";"67"
"Lichtenberg";"Friedrichsfelde";"m";"D";"95 und älter";"6"
"Lichtenberg";"Friedrichsfelde";"f";"A";"00_05";"100"
"Lichtenberg";"Friedrichsfelde";"f";"A";"05_10";"73"
"Lichtenberg";"Friedrichsfelde";"f";"A";"10_15";"92"
"Lichtenberg";"Friedrichsfelde";"f";"A";"15_20";"135"
"Lichtenberg";"Friedrichsfelde";"f";"A";"20_25";"295"
"Lichtenberg";"Friedrichsfelde";"f";"A";"25_30";"265"
"Lichtenberg";"Friedrichsfelde";"f";"A";"30_35";"252"
"Lichtenberg";"Friedrichsfelde";"f";"A";"35_40";"187"
"Lichtenberg";"Friedrichsfelde";"f";"A";"40_45";"207"
"Lichtenberg";"Friedrichsfelde";"f";"A";"45_50";"148"
"Lichtenberg";"Friedrichsfelde";"f";"A";"50_55";"95"
"Lichtenberg";"Friedrichsfelde";"f";"A";"55_60";"77"
"Lichtenberg";"Friedrichsfelde";"f";"A";"60_65";"28"
"Lichtenberg";"Friedrichsfelde";"f";"A";"65_70";"24"
"Lichtenberg";"Friedrichsfelde";"f";"A";"70_75";"6"
"Lichtenberg";"Friedrichsfelde";"f";"A";"75_80";"12"
"Lichtenberg";"Friedrichsfelde";"f";"A";"80_85";"3"
"Lichtenberg";"Friedrichsfelde";"f";"D";"00_05";"808"
"Lichtenberg";"Friedrichsfelde";"f";"D";"05_10";"683"
"Lichtenberg";"Friedrichsfelde";"f";"D";"10_15";"560"
"Lichtenberg";"Friedrichsfelde";"f";"D";"15_20";"567"
"Lichtenberg";"Friedrichsfelde";"f";"D";"20_25";"1611"
"Lichtenberg";"Friedrichsfelde";"f";"D";"25_30";"1782"
"Lichtenberg";"Friedrichsfelde";"f";"D";"30_35";"1363"
"Lichtenberg";"Friedrichsfelde";"f";"D";"35_40";"820"
"Lichtenberg";"Friedrichsfelde";"f";"D";"40_45";"1052"
"Lichtenberg";"Friedrichsfelde";"f";"D";"45_50";"1389"
"Lichtenberg";"Friedrichsfelde";"f";"D";"50_55";"1426"
"Lichtenberg";"Friedrichsfelde";"f";"D";"55_60";"1587"
"Lichtenberg";"Friedrichsfelde";"f";"D";"60_65";"1661"
"Lichtenberg";"Friedrichsfelde";"f";"D";"65_70";"1809"
"Lichtenberg";"Friedrichsfelde";"f";"D";"70_75";"2711"
"Lichtenberg";"Friedrichsfelde";"f";"D";"75_80";"1841"
"Lichtenberg";"Friedrichsfelde";"f";"D";"80_85";"1107"
"Lichtenberg";"Friedrichsfelde";"f";"D";"85_90";"561"
"Lichtenberg";"Friedrichsfelde";"f";"D";"90_95";"262"
"Lichtenberg";"Friedrichsfelde";"f";"D";"95 und älter";"99"
"Lichtenberg";"Karlshorst";"m";"A";"00_05";"6"
"Lichtenberg";"Karlshorst";"m";"A";"05_10";"7"
"Lichtenberg";"Karlshorst";"m";"A";"10_15";"12"
"Lichtenberg";"Karlshorst";"m";"A";"15_20";"27"
"Lichtenberg";"Karlshorst";"m";"A";"20_25";"102"
"Lichtenberg";"Karlshorst";"m";"A";"25_30";"126"
"Lichtenberg";"Karlshorst";"m";"A";"30_35";"70"
"Lichtenberg";"Karlshorst";"m";"A";"35_40";"70"
"Lichtenberg";"Karlshorst";"m";"A";"40_45";"44"
"Lichtenberg";"Karlshorst";"m";"A";"45_50";"46"
"Lichtenberg";"Karlshorst";"m";"A";"50_55";"31"
"Lichtenberg";"Karlshorst";"m";"A";"55_60";"17"
"Lichtenberg";"Karlshorst";"m";"A";"60_65";"19"
"Lichtenberg";"Karlshorst";"m";"A";"80_85";"3"
"Lichtenberg";"Karlshorst";"m";"D";"00_05";"615"
"Lichtenberg";"Karlshorst";"m";"D";"05_10";"569"
"Lichtenberg";"Karlshorst";"m";"D";"10_15";"449"
"Lichtenberg";"Karlshorst";"m";"D";"15_20";"285"
"Lichtenberg";"Karlshorst";"m";"D";"20_25";"549"
"Lichtenberg";"Karlshorst";"m";"D";"25_30";"719"
"Lichtenberg";"Karlshorst";"m";"D";"30_35";"837"
"Lichtenberg";"Karlshorst";"m";"D";"35_40";"723"
"Lichtenberg";"Karlshorst";"m";"D";"40_45";"902"
"Lichtenberg";"Karlshorst";"m";"D";"45_50";"1018"
"Lichtenberg";"Karlshorst";"m";"D";"50_55";"801"
"Lichtenberg";"Karlshorst";"m";"D";"55_60";"592"
"Lichtenberg";"Karlshorst";"m";"D";"60_65";"473"
"Lichtenberg";"Karlshorst";"m";"D";"65_70";"409"
"Lichtenberg";"Karlshorst";"m";"D";"70_75";"548"
"Lichtenberg";"Karlshorst";"m";"D";"75_80";"326"
"Lichtenberg";"Karlshorst";"m";"D";"80_85";"206"
"Lichtenberg";"Karlshorst";"m";"D";"85_90";"78"
"Lichtenberg";"Karlshorst";"m";"D";"90_95";"20"
"Lichtenberg";"Karlshorst";"m";"D";"95 und älter";"3"
"Lichtenberg";"Karlshorst";"f";"A";"00_05";"9"
"Lichtenberg";"Karlshorst";"f";"A";"05_10";"18"
"Lichtenberg";"Karlshorst";"f";"A";"10_15";"12"
"Lichtenberg";"Karlshorst";"f";"A";"15_20";"15"
"Lichtenberg";"Karlshorst";"f";"A";"20_25";"141"
"Lichtenberg";"Karlshorst";"f";"A";"25_30";"98"
"Lichtenberg";"Karlshorst";"f";"A";"30_35";"75"
"Lichtenberg";"Karlshorst";"f";"A";"35_40";"66"
"Lichtenberg";"Karlshorst";"f";"A";"40_45";"51"
"Lichtenberg";"Karlshorst";"f";"A";"45_50";"15"
"Lichtenberg";"Karlshorst";"f";"A";"50_55";"18"
"Lichtenberg";"Karlshorst";"f";"A";"55_60";"10"
"Lichtenberg";"Karlshorst";"f";"A";"60_65";"7"
"Lichtenberg";"Karlshorst";"f";"A";"65_70";"7"
"Lichtenberg";"Karlshorst";"f";"A";"75_80";"3"
"Lichtenberg";"Karlshorst";"f";"A";"80_85";"3"
"Lichtenberg";"Karlshorst";"f";"A";"90_95";"3"
"Lichtenberg";"Karlshorst";"f";"D";"00_05";"610"
"Lichtenberg";"Karlshorst";"f";"D";"05_10";"534"
"Lichtenberg";"Karlshorst";"f";"D";"10_15";"431"
"Lichtenberg";"Karlshorst";"f";"D";"15_20";"283"
"Lichtenberg";"Karlshorst";"f";"D";"20_25";"602"
"Lichtenberg";"Karlshorst";"f";"D";"25_30";"759"
"Lichtenberg";"Karlshorst";"f";"D";"30_35";"897"
"Lichtenberg";"Karlshorst";"f";"D";"35_40";"722"
"Lichtenberg";"Karlshorst";"f";"D";"40_45";"908"
"Lichtenberg";"Karlshorst";"f";"D";"45_50";"975"
"Lichtenberg";"Karlshorst";"f";"D";"50_55";"786"
"Lichtenberg";"Karlshorst";"f";"D";"55_60";"662"
"Lichtenberg";"Karlshorst";"f";"D";"60_65";"523"
"Lichtenberg";"Karlshorst";"f";"D";"65_70";"520"
"Lichtenberg";"Karlshorst";"f";"D";"70_75";"653"
"Lichtenberg";"Karlshorst";"f";"D";"75_80";"460"
"Lichtenberg";"Karlshorst";"f";"D";"80_85";"361"
"Lichtenberg";"Karlshorst";"f";"D";"85_90";"234"
"Lichtenberg";"Karlshorst";"f";"D";"90_95";"100"
"Lichtenberg";"Karlshorst";"f";"D";"95 und älter";"12"
"Lichtenberg";"Lichtenberg";"m";"A";"00_05";"51"
"Lichtenberg";"Lichtenberg";"m";"A";"05_10";"50"
"Lichtenberg";"Lichtenberg";"m";"A";"10_15";"58"
"Lichtenberg";"Lichtenberg";"m";"A";"15_20";"164"
"Lichtenberg";"Lichtenberg";"m";"A";"20_25";"305"
"Lichtenberg";"Lichtenberg";"m";"A";"25_30";"343"
"Lichtenberg";"Lichtenberg";"m";"A";"30_35";"306"
"Lichtenberg";"Lichtenberg";"m";"A";"35_40";"210"
"Lichtenberg";"Lichtenberg";"m";"A";"40_45";"238"
"Lichtenberg";"Lichtenberg";"m";"A";"45_50";"227"
"Lichtenberg";"Lichtenberg";"m";"A";"50_55";"182"
"Lichtenberg";"Lichtenberg";"m";"A";"55_60";"115"
"Lichtenberg";"Lichtenberg";"m";"A";"60_65";"49"
"Lichtenberg";"Lichtenberg";"m";"A";"65_70";"12"
"Lichtenberg";"Lichtenberg";"m";"A";"70_75";"6"
"Lichtenberg";"Lichtenberg";"m";"A";"80_85";"3"
"Lichtenberg";"Lichtenberg";"m";"D";"00_05";"721"
"Lichtenberg";"Lichtenberg";"m";"D";"05_10";"484"
"Lichtenberg";"Lichtenberg";"m";"D";"10_15";"389"
"Lichtenberg";"Lichtenberg";"m";"D";"15_20";"334"
"Lichtenberg";"Lichtenberg";"m";"D";"20_25";"1044"
"Lichtenberg";"Lichtenberg";"m";"D";"25_30";"1681"
"Lichtenberg";"Lichtenberg";"m";"D";"30_35";"1605"
"Lichtenberg";"Lichtenberg";"m";"D";"35_40";"983"
"Lichtenberg";"Lichtenberg";"m";"D";"40_45";"992"
"Lichtenberg";"Lichtenberg";"m";"D";"45_50";"1173"
"Lichtenberg";"Lichtenberg";"m";"D";"50_55";"961"
"Lichtenberg";"Lichtenberg";"m";"D";"55_60";"736"
"Lichtenberg";"Lichtenberg";"m";"D";"60_65";"617"
"Lichtenberg";"Lichtenberg";"m";"D";"65_70";"619"
"Lichtenberg";"Lichtenberg";"m";"D";"70_75";"837"
"Lichtenberg";"Lichtenberg";"m";"D";"75_80";"517"
"Lichtenberg";"Lichtenberg";"m";"D";"80_85";"298"
"Lichtenberg";"Lichtenberg";"m";"D";"85_90";"104"
"Lichtenberg";"Lichtenberg";"m";"D";"90_95";"28"
"Lichtenberg";"Lichtenberg";"m";"D";"95 und älter";"10"
"Lichtenberg";"Lichtenberg";"f";"A";"00_05";"55"
"Lichtenberg";"Lichtenberg";"f";"A";"05_10";"31"
"Lichtenberg";"Lichtenberg";"f";"A";"10_15";"55"
"Lichtenberg";"Lichtenberg";"f";"A";"15_20";"96"
"Lichtenberg";"Lichtenberg";"f";"A";"20_25";"309"
"Lichtenberg";"Lichtenberg";"f";"A";"25_30";"296"
"Lichtenberg";"Lichtenberg";"f";"A";"30_35";"203"
"Lichtenberg";"Lichtenberg";"f";"A";"35_40";"145"
"Lichtenberg";"Lichtenberg";"f";"A";"40_45";"139"
"Lichtenberg";"Lichtenberg";"f";"A";"45_50";"111"
"Lichtenberg";"Lichtenberg";"f";"A";"50_55";"83"
"Lichtenberg";"Lichtenberg";"f";"A";"55_60";"42"
"Lichtenberg";"Lichtenberg";"f";"A";"60_65";"28"
"Lichtenberg";"Lichtenberg";"f";"A";"65_70";"10"
"Lichtenberg";"Lichtenberg";"f";"A";"70_75";"20"
"Lichtenberg";"Lichtenberg";"f";"A";"75_80";"3"
"Lichtenberg";"Lichtenberg";"f";"A";"80_85";"6"
"Lichtenberg";"Lichtenberg";"f";"D";"00_05";"671"
"Lichtenberg";"Lichtenberg";"f";"D";"05_10";"531"
"Lichtenberg";"Lichtenberg";"f";"D";"10_15";"349"
"Lichtenberg";"Lichtenberg";"f";"D";"15_20";"401"
